Date,"1 Mo","3 Mo","6 Mo","1 Yr","2 Yr","3 Yr","5 Yr","7 Yr","10 Yr","20 Yr","30 Yr"
03/11/2015,0.03,0.03,0.10,0.25,0.70,1.09,1.60,1.92,2.11,2.47,2.69
03/10/2015,0.03,0.02,0.10,0.25,0.70,1.10,1.62,1.94,2.14,2.51,2.73
03/09/2015,0.01,0.02,0.10,0.27,0.70,1.13,1.66,1.99,2.20,2.58,2.80
03/06/2015,0.02,0.01,0.08,0.27,0.73,1.16,1.70,2.04,2.24,2.63,2.83
03/05/2015,0.02,0.02,0.08,0.25,0.65,1.05,1.57,1.90,2.11,2.49,2.71
03/04/2015,0.01,0.01,0.08,0.26,0.66,1.07,1.60,1.93,2.12,2.49,2.72
03/03/2015,0.01,0.02,0.08,0.26,0.68,1.09,1.61,1.94,2.12,2.49,2.71
03/02/2015,0.02,0.02,0.08,0.22,0.66,1.06,1.57,1.89,2.08,2.46,2.68
02/27/2015,0.02,0.02,0.07,0.22,0.63,1.01,1.50,1.82,2.00,2.38,2.60
02/26/2015,0.02,0.03,0.07,0.22,0.66,1.04,1.54,1.86,2.03,2.39,2.63
02/25/2015,0.02,0.02,0.07,0.21,0.61,0.98,1.47,1.78,1.96,2.35,2.56
02/24/2015,0.02,0.02,0.08,0.22,0.60,0.97,1.47,1.79,1.99,2.38,2.60
02/23/2015,0.01,0.02,0.08,0.22,0.64,1.03,1.56,1.88,2.06,2.44,2.66
02/20/2015,0.02,0.02,0.07,0.23,0.67,1.07,1.61,1.94,2.13,2.50,2.73
02/19/2015,0.02,0.02,0.07,0.23,0.67,1.05,1.58,1.92,2.11,2.50,2.73
02/18/2015,0.02,0.02,0.07,0.23,0.62,1.00,1.52,1.86,2.07,2.46,2.70
02/17/2015,0.02,0.02,0.07,0.25,0.70,1.10,1.62,1.95,2.14,2.49,2.73
02/13/2015,0.02,0.01,0.07,0.23,0.66,1.03,1.53,1.84,2.02,2.39,2.63
02/12/2015,0.02,0.02,0.07,0.23,0.61,1.02,1.50,1.81,1.99,2.33,2.58
02/11/2015,0.02,0.01,0.07,0.24,0.67,1.06,1.53,1.83,2.00,2.33,2.57
02/10/2015,0.02,0.01,0.08,0.25,0.67,1.05,1.52,1.82,2.01,2.33,2.58
02/09/2015,0.02,0.01,0.08,0.24,0.65,1.04,1.49,1.78,1.96,2.28,2.52
02/06/2015,0.01,0.02,0.07,0.26,0.65,1.03,1.48,1.77,1.95,2.28,2.51
02/05/2015,0.02,0.02,0.06,0.20,0.52,0.87,1.30,1.62,1.83,2.20,2.42
02/04/2015,0.01,0.01,0.06,0.20,0.52,0.86,1.29,1.61,1.81,2.17,2.39
02/03/2015,0.02,0.02,0.07,0.21,0.52,0.85,1.28,1.60,1.79,2.16,2.37
02/02/2015,0.01,0.02,0.07,0.17,0.49,0.78,1.19,1.49,1.68,2.07,2.25
01/30/2015,0.01,0.02,0.07,0.18,0.47,0.77,1.18,1.49,1.68,2.04,2.25
01/29/2015,0.01,0.03,0.07,0.17,0.51,0.84,1.28,1.59,1.77,2.11,2.33
01/28/2015,0.02,0.02,0.08,0.17,0.50,0.81,1.25,1.53,1.73,2.05,2.29
01/27/2015,0.02,0.02,0.08,0.17,0.54,0.87,1.34,1.62,1.83,2.15,2.40
01/26/2015,0.02,0.03,0.08,0.18,0.54,0.89,1.36,1.64,1.83,2.14,2.40
01/23/2015,0.02,0.02,0.07,0.17,0.52,0.86,1.33,1.62,1.81,2.12,2.38
01/22/2015,0.02,0.03,0.08,0.17,0.53,0.90,1.39,1.69,1.90,2.21,2.46
01/21/2015,0.01,0.03,0.08,0.17,0.53,0.87,1.35,1.66,1.87,2.20,2.44
01/20/2015,0.01,0.03,0.08,0.17,0.53,0.85,1.31,1.61,1.82,2.15,2.39
01/16/2015,0.02,0.03,0.07,0.17,0.49,0.80,1.29,1.60,1.83,2.17,2.44
01/15/2015,0.03,0.03,0.08,0.16,0.44,0.75,1.22,1.53,1.77,2.12,2.40
01/14/2015,0.02,0.04,0.09,0.18,0.51,0.83,1.33,1.62,1.86,2.20,2.47
01/13/2015,0.02,0.03,0.08,0.20,0.54,0.88,1.37,1.67,1.91,2.24,2.49
01/12/2015,0.02,0.03,0.09,0.19,0.56,0.91,1.39,1.69,1.92,2.23,2.49
01/09/2015,0.02,0.02,0.08,0.22,0.59,0.96,1.45,1.75,1.98,2.29,2.55
01/08/2015,0.01,0.03,0.08,0.23,0.62,1.00,1.50,1.81,2.03,2.33,2.59
01/07/2015,0.02,0.03,0.09,0.25,0.62,1.00,1.47,1.76,1.96,2.25,2.52
01/06/2015,0.02,0.03,0.10,0.25,0.65,1.02,1.50,1.78,1.97,2.25,2.52
01/05/2015,0.02,0.03,0.10,0.26,0.68,1.06,1.57,1.85,2.04,2.32,2.60
01/02/2015,0.02,0.02,0.11,0.25,0.66,1.07,1.61,1.92,2.12,2.41,2.69
12/31/2014,0.03,0.04,0.12,0.25,0.67,1.10,1.65,1.97,2.17,2.47,2.75
12/30/2014,0.03,0.03,0.12,0.23,0.69,1.11,1.68,2.00,2.20,2.49,2.76
12/29/2014,0.01,0.03,0.12,0.25,0.72,1.14,1.72,2.02,2.22,2.51,2.78
12/26/2014,0.01,0.01,0.10,0.26,0.73,1.19,1.75,2.07,2.25,2.54,2.81
12/24/2014,0.01,0.01,0.14,0.26,0.73,1.18,1.76,2.09,2.27,2.56,2.83
12/23/2014,0.02,0.03,0.14,0.26,0.73,1.17,1.76,2.06,2.26,2.57,2.85
12/22/2014,0.01,0.05,0.16,0.28,0.71,1.13,1.67,1.98,2.17,2.47,2.75
12/19/2014,0.01,0.04,0.11,0.26,0.67,1.10,1.66,1.98,2.17,2.48,2.77
12/18/2014,0.04,0.04,0.12,0.25,0.67,1.10,1.68,2.01,2.22,2.54,2.82
12/17/2014,0.03,0.03,0.11,0.23,0.62,1.06,1.61,1.93,2.14,2.46,2.74
12/16/2014,0.03,0.03,0.11,0.21,0.58,0.99,1.53,1.85,2.07,2.40,2.69
12/15/2014,0.02,0.04,0.11,0.22,0.60,1.03,1.58,1.90,2.12,2.45,2.74
12/12/2014,0.02,0.02,0.09,0.19,0.56,0.98,1.53,1.86,2.10,2.45,2.75
12/11/2014,0.02,0.03,0.09,0.21,0.62,1.05,1.62,1.96,2.19,2.54,2.84
12/10/2014,0.05,0.03,0.10,0.21,0.59,1.01,1.58,1.92,2.18,2.54,2.83
12/09/2014,0.05,0.04,0.11,0.23,0.64,1.07,1.63,1.97,2.22,2.58,2.87
12/08/2014,0.03,0.03,0.10,0.18,0.64,1.10,1.67,2.02,2.26,2.62,2.90
12/05/2014,0.02,0.02,0.08,0.18,0.65,1.09,1.69,2.06,2.31,2.69,2.97
12/04/2014,0.03,0.02,0.08,0.14,0.55,0.97,1.59,1.98,2.25,2.66,2.94
12/03/2014,0.03,0.01,0.07,0.15,0.57,0.98,1.61,2.01,2.29,2.71,2.99
12/02/2014,0.04,0.03,0.08,0.14,0.55,0.96,1.59,2.00,2.28,2.72,3.00
12/01/2014,0.01,0.03,0.08,0.13,0.49,0.90,1.52,1.93,2.22,2.66,2.95
11/28/2014,0.04,0.02,0.07,0.13,0.47,0.88,1.49,1.89,2.18,2.62,2.89
11/26/2014,0.06,0.02,0.07,0.14,0.53,0.93,1.56,1.96,2.24,2.67,2.95
11/25/2014,0.06,0.02,0.07,0.14,0.51,0.94,1.58,1.98,2.27,2.69,2.97
11/24/2014,0.04,0.02,0.08,0.14,0.53,0.95,1.62,2.02,2.30,2.74,3.01
11/21/2014,0.04,0.01,0.07,0.14,0.53,0.96,1.63,2.03,2.31,2.75,3.02
11/20/2014,0.04,0.02,0.07,0.14,0.53,0.97,1.64,2.05,2.34,2.78,3.05
11/19/2014,0.04,0.01,0.07,0.15,0.54,0.99,1.66,2.07,2.36,2.80,3.08
11/18/2014,0.04,0.02,0.07,0.14,0.53,0.96,1.63,2.03,2.32,2.77,3.05
11/17/2014,0.02,0.03,0.07,0.15,0.54,0.96,1.64,2.04,2.34,2.79,3.06
11/14/2014,0.04,0.02,0.07,0.15,0.54,0.96,1.62,2.02,2.32,2.77,3.04
11/13/2014,0.05,0.02,0.08,0.15,0.53,0.97,1.64,2.05,2.35,2.80,3.08
11/12/2014,0.05,0.02,0.07,0.14,0.55,1.00,1.65,2.06,2.37,2.81,3.09
11/10/2014,0.04,0.02,0.07,0.13,0.55,1.00,1.65,2.07,2.38,2.81,3.09
11/07/2014,0.04,0.03,0.06,0.12,0.51,0.95,1.60,2.01,2.32,2.76,3.04
11/06/2014,0.04,0.03,0.06,0.12,0.54,1.01,1.67,2.09,2.39,2.83,3.09
11/05/2014,0.04,0.03,0.07,0.11,0.52,0.97,1.63,2.05,2.36,2.79,3.06
11/04/2014,0.04,0.03,0.06,0.11,0.52,0.97,1.63,2.05,2.35,2.78,3.05
11/03/2014,0.03,0.02,0.07,0.12,0.52,0.96,1.63,2.05,2.36,2.80,3.07
10/31/2014,0.01,0.01,0.05,0.11,0.50,0.95,1.62,2.05,2.35,2.81,3.07
10/30/2014,0.01,0.01,0.06,0.11,0.48,0.91,1.58,2.02,2.32,2.77,3.04
10/29/2014,0.01,0.03,0.07,0.11,0.48,0.93,1.61,2.03,2.34,2.79,3.06
10/28/2014,0.02,0.02,0.05,0.11,0.42,0.84,1.53,1.97,2.30,2.79,3.06
10/27/2014,0.03,0.02,0.06,0.11,0.41,0.81,1.51,1.94,2.27,2.75,3.04
10/24/2014,0.02,0.01,0.06,0.11,0.41,0.82,1.52,1.96,2.29,2.77,3.05
10/23/2014,0.02,0.01,0.06,0.11,0.41,0.83,1.52,1.95,2.29,2.77,3.05
10/22/2014,0.04,0.02,0.06,0.11,0.41,0.80,1.46,1.90,2.25,2.73,3.01
10/21/2014,0.04,0.02,0.06,0.10,0.38,0.77,1.44,1.88,2.23,2.72,3.00
10/20/2014,0.03,0.02,0.06,0.10,0.37,0.76,1.41,1.85,2.20,2.68,2.96
10/17/2014,0.03,0.02,0.05,0.11,0.39,0.79,1.44,1.88,2.22,2.70,2.98
10/16/2014,0.04,0.03,0.05,0.10,0.35,0.75,1.39,1.82,2.17,2.66,2.94
10/15/2014,0.02,0.02,0.05,0.10,0.34,0.73,1.37,1.80,2.15,2.64,2.92
10/14/2014,0.03,0.02,0.04,0.09,0.39,0.80,1.45,1.88,2.21,2.68,2.95
10/10/2014,0.02,0.01,0.04,0.10,0.45,0.89,1.55,1.99,2.31,2.77,3.03
10/09/2014,0.02,0.01,0.05,0.10,0.46,0.91,1.58,2.02,2.34,2.81,3.07
10/08/2014,0.01,0.01,0.05,0.10,0.46,0.90,1.57,2.02,2.35,2.82,3.07
10/07/2014,0.02,0.02,0.04,0.10,0.52,0.98,1.64,2.06,2.36,2.81,3.06
10/06/2014,0.01,0.02,0.05,0.11,0.54,1.02,1.70,2.13,2.43,2.88,3.12
10/03/2014,0.01,0.01,0.03,0.11,0.57,1.05,1.73,2.16,2.45,2.89,3.13
10/02/2014,0.01,0.01,0.03,0.10,0.53,1.01,1.70,2.14,2.44,2.90,3.15
10/01/2014,0.01,0.02,0.04,0.10,0.53,1.00,1.69,2.12,2.42,2.87,3.12
09/30/2014,0.02,0.02,0.03,0.13,0.58,1.07,1.78,2.22,2.52,2.98,3.21
09/29/2014,0.01,0.02,0.05,0.11,0.58,1.06,1.77,2.21,2.50,2.95,3.18
09/26/2014,0.01,0.01,0.03,0.11,0.59,1.08,1.80,2.24,2.54,2.99,3.22
09/25/2014,0.00,0.01,0.03,0.10,0.56,1.03,1.75,2.21,2.52,2.98,3.22
09/24/2014,0.01,0.02,0.03,0.11,0.59,1.08,1.82,2.26,2.57,3.04,3.28
09/23/2014,0.01,0.01,0.04,0.10,0.57,1.05,1.78,2.23,2.54,3.01,3.25
09/22/2014,0.00,0.01,0.04,0.10,0.58,1.06,1.80,2.26,2.57,3.04,3.28
09/19/2014,0.01,0.02,0.04,0.11,0.59,1.09,1.83,2.29,2.59,3.05,3.29
09/18/2014,0.01,0.02,0.04,0.12,0.59,1.10,1.85,2.32,2.63,3.12,3.36
09/17/2014,0.01,0.02,0.05,0.12,0.59,1.08,1.82,2.29,2.62,3.12,3.37
09/16/2014,0.01,0.02,0.04,0.13,0.55,1.04,1.78,2.26,2.60,3.11,3.36
09/15/2014,0.01,0.02,0.05,0.11,0.58,1.06,1.80,2.26,2.60,3.09,3.34
09/12/2014,0.01,0.02,0.05,0.11,0.58,1.07,1.83,2.29,2.62,3.10,3.35
09/11/2014,0.01,0.02,0.05,0.11,0.58,1.07,1.79,2.22,2.54,3.02,3.27
09/10/2014,0.01,0.02,0.05,0.11,0.58,1.07,1.79,2.22,2.54,3.01,3.26
09/09/2014,0.01,0.02,0.05,0.11,0.56,1.06,1.76,2.19,2.50,2.97,3.23
09/08/2014,0.01,0.02,0.05,0.10,0.54,1.02,1.72,2.16,2.48,2.97,3.23
09/05/2014,0.02,0.03,0.05,0.10,0.52,0.99,1.69,2.14,2.46,2.97,3.23
09/04/2014,0.02,0.03,0.05,0.10,0.54,1.01,1.71,2.14,2.45,2.95,3.21
09/03/2014,0.02,0.03,0.05,0.11,0.52,0.99,1.69,2.11,2.41,2.90,3.15
09/02/2014,0.02,0.03,0.05,0.10,0.53,0.99,1.69,2.11,2.42,2.91,3.17
08/29/2014,0.02,0.03,0.05,0.09,0.48,0.94,1.63,2.05,2.35,2.83,3.09
08/28/2014,0.02,0.03,0.05,0.11,0.50,0.95,1.63,2.04,2.34,2.82,3.08
08/27/2014,0.02,0.04,0.05,0.11,0.51,0.97,1.65,2.05,2.37,2.85,3.11
08/26/2014,0.04,0.03,0.05,0.12,0.52,0.98,1.68,2.08,2.39,2.89,3.15
08/25/2014,0.02,0.04,0.05,0.11,0.53,0.99,1.69,2.09,2.39,2.88,3.13
08/22/2014,0.04,0.03,0.06,0.10,0.53,0.98,1.68,2.10,2.40,2.90,3.16
08/21/2014,0.03,0.02,0.06,0.10,0.49,0.95,1.64,2.08,2.41,2.92,3.19
08/20/2014,0.04,0.04,0.06,0.12,0.49,0.94,1.65,2.09,2.43,2.95,3.22
08/19/2014,0.04,0.03,0.05,0.11,0.46,0.90,1.59,2.05,2.40,2.94,3.21
08/18/2014,0.02,0.03,0.05,0.10,0.44,0.89,1.58,2.04,2.39,2.92,3.20
08/15/2014,0.03,0.03,0.05,0.09,0.42,0.86,1.55,1.99,2.34,2.86,3.13
08/14/2014,0.04,0.04,0.06,0.10,0.42,0.87,1.58,2.04,2.40,2.93,3.20
08/13/2014,0.04,0.04,0.06,0.10,0.43,0.88,1.59,2.06,2.43,2.97,3.24
08/12/2014,0.05,0.03,0.05,0.10,0.45,0.92,1.63,2.10,2.46,3.00,3.27
08/11/2014,0.03,0.04,0.05,0.10,0.47,0.93,1.62,2.09,2.44,2.97,3.24
08/08/2014,0.03,0.03,0.05,0.10,0.45,0.91,1.62,2.09,2.44,2.97,3.23
08/07/2014,0.03,0.03,0.04,0.11,0.44,0.89,1.60,2.07,2.43,2.97,3.23
08/06/2014,0.03,0.03,0.05,0.11,0.48,0.93,1.66,2.13,2.49,3.01,3.27
08/05/2014,0.03,0.03,0.05,0.12,0.47,0.93,1.66,2.14,2.49,3.02,3.28
08/04/2014,0.02,0.04,0.06,0.12,0.47,0.93,1.66,2.15,2.51,3.04,3.30
08/01/2014,0.01,0.03,0.05,0.13,0.47,0.94,1.67,2.16,2.52,3.03,3.29
07/31/2014,0.01,0.03,0.05,0.12,0.53,1.02,1.76,2.24,2.58,3.07,3.32
07/30/2014,0.03,0.04,0.06,0.13,0.56,1.04,1.77,2.24,2.57,3.06,3.31
07/29/2014,0.03,0.02,0.06,0.12,0.54,1.00,1.70,2.14,2.47,2.97,3.22
07/28/2014,0.03,0.04,0.06,0.11,0.54,1.01,1.73,2.17,2.50,3.01,3.26
07/25/2014,0.03,0.03,0.06,0.11,0.53,0.98,1.69,2.14,2.48,2.99,3.24
07/24/2014,0.04,0.03,0.06,0.11,0.53,1.00,1.72,2.18,2.52,3.04,3.30
07/23/2014,0.03,0.03,0.05,0.11,0.50,0.96,1.67,2.12,2.48,3.00,3.26
07/22/2014,0.03,0.03,0.07,0.11,0.49,0.97,1.68,2.13,2.48,3.00,3.25
07/21/2014,0.02,0.03,0.06,0.11,0.51,0.99,1.70,2.14,2.49,3.01,3.26
07/18/2014,0.03,0.02,0.05,0.10,0.51,0.97,1.69,2.14,2.50,3.03,3.29
07/17/2014,0.02,0.02,0.06,0.10,0.47,0.94,1.65,2.11,2.47,3.01,3.27
07/16/2014,0.02,0.02,0.06,0.11,0.50,0.98,1.71,2.18,2.55,3.08,3.35
07/15/2014,0.02,0.02,0.06,0.11,0.49,0.97,1.70,2.18,2.56,3.10,3.37
07/14/2014,0.02,0.03,0.06,0.11,0.48,0.95,1.68,2.17,2.55,3.10,3.36
07/11/2014,0.02,0.02,0.07,0.11,0.48,0.92,1.65,2.13,2.53,3.07,3.34
07/10/2014,0.02,0.02,0.06,0.10,0.46,0.93,1.66,2.15,2.55,3.10,3.38
07/09/2014,0.03,0.03,0.06,0.11,0.51,0.97,1.68,2.17,2.57,3.10,3.37
07/08/2014,0.02,0.03,0.06,0.11,0.51,0.99,1.70,2.19,2.58,3.12,3.38
07/07/2014,0.02,0.04,0.06,0.12,0.52,1.00,1.74,2.24,2.63,3.17,3.44
07/03/2014,0.01,0.01,0.06,0.11,0.52,0.98,1.74,2.25,2.65,3.21,3.47
07/02/2014,0.02,0.02,0.06,0.12,0.49,0.95,1.71,2.22,2.64,3.20,3.46
07/01/2014,0.03,0.02,0.06,0.11,0.47,0.90,1.66,2.17,2.58,3.13,3.40
06/30/2014,0.02,0.04,0.07,0.11,0.47,0.88,1.62,2.13,2.53,3.08,3.34
06/27/2014,0.02,0.03,0.06,0.10,0.45,0.88,1.64,2.14,2.54,3.10,3.36
06/26/2014,0.01,0.04,0.06,0.11,0.46,0.90,1.64,2.14,2.53,3.08,3.35
06/25/2014,0.01,0.03,0.05,0.11,0.48,0.92,1.68,2.17,2.57,3.12,3.38
06/24/2014,0.01,0.03,0.06,0.12,0.49,0.95,1.70,2.19,2.59,3.14,3.41
06/23/2014,0.02,0.03,0.06,0.10,0.48,0.96,1.72,2.23,2.63,3.18,3.45
06/20/2014,0.01,0.02,0.04,0.09,0.50,0.94,1.71,2.22,2.63,3.18,3.44
06/19/2014,0.01,0.02,0.05,0.09,0.48,0.94,1.71,2.22,2.64,3.20,3.47
06/18/2014,0.03,0.03,0.06,0.10,0.48,0.95,1.71,2.21,2.61,3.16,3.43
06/17/2014,0.03,0.04,0.07,0.11,0.51,0.99,1.77,2.27,2.66,3.19,3.44
06/16/2014,0.03,0.04,0.07,0.11,0.49,0.95,1.71,2.21,2.61,3.14,3.40
06/13/2014,0.02,0.04,0.07,0.11,0.45,0.93,1.70,2.21,2.60,3.14,3.41
06/12/2014,0.02,0.04,0.07,0.10,0.42,0.88,1.66,2.17,2.58,3.14,3.41
06/11/2014,0.03,0.04,0.06,0.11,0.44,0.91,1.70,2.23,2.65,3.20,3.47
06/10/2014,0.04,0.04,0.06,0.11,0.45,0.93,1.71,2.24,2.64,3.20,3.47
06/09/2014,0.03,0.04,0.06,0.11,0.43,0.88,1.69,2.22,2.62,3.18,3.45
06/06/2014,0.02,0.04,0.06,0.11,0.41,0.86,1.66,2.19,2.60,3.17,3.44
06/05/2014,0.03,0.04,0.06,0.10,0.40,0.82,1.63,2.17,2.59,3.17,3.44
06/04/2014,0.04,0.04,0.06,0.10,0.41,0.85,1.65,2.20,2.61,3.18,3.45
06/03/2014,0.04,0.04,0.06,0.10,0.41,0.85,1.65,2.18,2.60,3.17,3.43
06/02/2014,0.04,0.04,0.06,0.10,0.39,0.83,1.60,2.12,2.54,3.10,3.38
05/30/2014,0.05,0.04,0.06,0.10,0.37,0.79,1.54,2.06,2.48,3.05,3.33
05/29/2014,0.05,0.04,0.05,0.10,0.37,0.77,1.52,2.03,2.45,3.03,3.31
05/28/2014,0.04,0.04,0.05,0.10,0.37,0.76,1.50,2.01,2.44,3.01,3.29
05/27/2014,0.03,0.04,0.06,0.09,0.39,0.79,1.56,2.08,2.52,3.09,3.37
05/23/2014,0.04,0.04,0.05,0.10,0.37,0.79,1.55,2.09,2.54,3.12,3.40
05/22/2014,0.03,0.03,0.05,0.09,0.37,0.80,1.57,2.10,2.56,3.15,3.43
05/21/2014,0.04,0.04,0.06,0.09,0.37,0.79,1.55,2.08,2.54,3.13,3.42
05/20/2014,0.04,0.03,0.06,0.09,0.35,0.77,1.53,2.06,2.52,3.10,3.38
05/19/2014,0.01,0.03,0.05,0.09,0.36,0.79,1.56,2.09,2.54,3.11,3.39
05/16/2014,0.01,0.03,0.05,0.09,0.38,0.80,1.56,2.08,2.52,3.07,3.34
05/15/2014,0.01,0.03,0.05,0.09,0.38,0.80,1.55,2.05,2.50,3.05,3.33
05/14/2014,0.02,0.03,0.05,0.10,0.39,0.81,1.57,2.10,2.54,3.09,3.37
05/13/2014,0.03,0.03,0.05,0.10,0.39,0.84,1.62,2.16,2.61,3.17,3.45
05/12/2014,0.02,0.03,0.05,0.09,0.41,0.87,1.67,2.21,2.66,3.21,3.49
05/09/2014,0.02,0.03,0.05,0.10,0.40,0.86,1.63,2.17,2.62,3.18,3.47
05/08/2014,0.02,0.03,0.05,0.10,0.40,0.86,1.63,2.16,2.61,3.17,3.45
05/07/2014,0.03,0.03,0.05,0.10,0.41,0.89,1.65,2.18,2.62,3.12,3.40
05/06/2014,0.03,0.03,0.05,0.10,0.43,0.92,1.68,2.20,2.61,3.13,3.38
05/05/2014,0.01,0.03,0.05,0.11,0.43,0.90,1.68,2.22,2.63,3.16,3.41
05/02/2014,0.01,0.02,0.05,0.10,0.42,0.89,1.67,2.20,2.60,3.12,3.37
05/01/2014,0.02,0.03,0.05,0.10,0.41,0.86,1.66,2.21,2.63,3.16,3.41
04/30/2014,0.02,0.03,0.05,0.11,0.42,0.87,1.69,2.25,2.67,3.22,3.47
04/29/2014,0.02,0.02,0.05,0.11,0.44,0.91,1.74,2.29,2.71,3.25,3.49
04/28/2014,0.00,0.03,0.05,0.10,0.44,0.90,1.73,2.29,2.70,3.23,3.47
04/25/2014,0.01,0.03,0.04,0.11,0.43,0.90,1.72,2.28,2.68,3.20,3.45
04/24/2014,0.00,0.01,0.04,0.10,0.43,0.91,1.74,2.30,2.70,3.22,3.46
04/23/2014,0.02,0.02,0.05,0.11,0.43,0.91,1.73,2.28,2.70,3.22,3.47
04/22/2014,0.02,0.03,0.06,0.11,0.45,0.93,1.76,2.31,2.73,3.25,3.50
04/21/2014,0.02,0.04,0.06,0.11,0.42,0.91,1.74,2.31,2.73,3.27,3.52
04/17/2014,0.02,0.03,0.05,0.11,0.43,0.91,1.75,2.31,2.73,3.27,3.52
04/16/2014,0.03,0.04,0.05,0.11,0.39,0.87,1.67,2.21,2.65,3.20,3.45
04/15/2014,0.03,0.04,0.05,0.11,0.39,0.84,1.63,2.18,2.64,3.20,3.46
04/14/2014,0.03,0.04,0.06,0.10,0.37,0.82,1.61,2.18,2.65,3.23,3.48
04/11/2014,0.04,0.04,0.06,0.09,0.37,0.80,1.58,2.16,2.63,3.22,3.48
04/10/2014,0.03,0.04,0.06,0.09,0.37,0.81,1.59,2.17,2.65,3.24,3.52
04/09/2014,0.03,0.04,0.05,0.10,0.37,0.85,1.65,2.24,2.71,3.31,3.57
04/08/2014,0.04,0.03,0.06,0.11,0.40,0.88,1.67,2.24,2.69,3.28,3.54
04/07/2014,0.03,0.03,0.06,0.11,0.41,0.87,1.68,2.27,2.71,3.30,3.56
04/04/2014,0.03,0.03,0.05,0.11,0.43,0.89,1.71,2.30,2.74,3.33,3.59
04/03/2014,0.03,0.02,0.05,0.11,0.46,0.95,1.79,2.38,2.80,3.38,3.62
04/02/2014,0.02,0.02,0.06,0.12,0.47,0.94,1.80,2.39,2.82,3.40,3.65
04/01/2014,0.02,0.04,0.06,0.13,0.44,0.91,1.74,2.32,2.77,3.35,3.60
03/31/2014,0.03,0.05,0.07,0.13,0.44,0.90,1.73,2.30,2.73,3.31,3.56
03/28/2014,0.03,0.04,0.06,0.13,0.45,0.93,1.74,2.31,2.73,3.29,3.55
03/27/2014,0.02,0.04,0.06,0.12,0.45,0.90,1.70,2.26,2.69,3.25,3.52
03/26/2014,0.05,0.05,0.07,0.12,0.45,0.89,1.70,2.27,2.71,3.29,3.55
03/25/2014,0.05,0.05,0.08,0.13,0.47,0.92,1.76,2.32,2.75,3.32,3.59
03/24/2014,0.05,0.06,0.08,0.14,0.47,0.93,1.76,2.31,2.74,3.31,3.57
03/21/2014,0.05,0.06,0.08,0.14,0.45,0.91,1.73,2.30,2.75,3.34,3.61
03/20/2014,0.06,0.06,0.09,0.14,0.45,0.90,1.73,2.31,2.79,3.40,3.67
03/19/2014,0.07,0.06,0.09,0.15,0.47,0.91,1.75,2.31,2.78,3.39,3.66
03/18/2014,0.07,0.05,0.07,0.13,0.36,0.75,1.56,2.16,2.68,3.33,3.62
03/17/2014,0.05,0.06,0.08,0.13,0.38,0.77,1.58,2.19,2.70,3.34,3.63
03/14/2014,0.05,0.05,0.08,0.12,0.36,0.74,1.55,2.14,2.65,3.30,3.59
03/13/2014,0.06,0.05,0.08,0.12,0.34,0.74,1.53,2.14,2.66,3.31,3.60
03/12/2014,0.05,0.05,0.08,0.12,0.37,0.78,1.59,2.20,2.73,3.38,3.66
03/11/2014,0.06,0.05,0.08,0.13,0.37,0.79,1.62,2.25,2.77,3.43,3.70
03/10/2014,0.05,0.05,0.08,0.12,0.37,0.79,1.64,2.26,2.79,3.45,3.73
03/07/2014,0.06,0.06,0.09,0.13,0.38,0.79,1.65,2.27,2.80,3.45,3.72
03/06/2014,0.06,0.05,0.08,0.12,0.37,0.73,1.57,2.20,2.74,3.40,3.68
03/05/2014,0.06,0.06,0.09,0.13,0.33,0.71,1.54,2.16,2.70,3.36,3.64
03/04/2014,0.06,0.05,0.08,0.12,0.33,0.71,1.54,2.17,2.70,3.36,3.64
03/03/2014,0.04,0.05,0.08,0.12,0.32,0.66,1.46,2.07,2.60,3.27,3.55
02/28/2014,0.04,0.05,0.08,0.12,0.33,0.69,1.51,2.13,2.66,3.31,3.59
02/27/2014,0.04,0.04,0.07,0.11,0.33,0.68,1.49,2.11,2.65,3.31,3.60
02/26/2014,0.04,0.05,0.08,0.11,0.33,0.68,1.50,2.12,2.67,3.34,3.63
02/25/2014,0.04,0.05,0.08,0.11,0.34,0.70,1.53,2.16,2.70,3.37,3.66
02/24/2014,0.02,0.05,0.08,0.11,0.35,0.72,1.57,2.20,2.75,3.42,3.70
02/21/2014,0.02,0.05,0.08,0.12,0.33,0.71,1.56,2.19,2.73,3.41,3.69
02/20/2014,0.02,0.05,0.08,0.12,0.34,0.72,1.57,2.20,2.76,3.44,3.73
02/19/2014,0.04,0.06,0.09,0.11,0.33,0.69,1.53,2.17,2.73,3.42,3.71
02/18/2014,0.02,0.05,0.08,0.12,0.31,0.67,1.50,2.14,2.71,3.40,3.68
02/14/2014,0.01,0.02,0.07,0.11,0.32,0.71,1.53,2.17,2.75,3.41,3.69
02/13/2014,0.01,0.03,0.08,0.12,0.32,0.70,1.51,2.16,2.73,3.40,3.70
02/12/2014,0.01,0.05,0.09,0.12,0.35,0.74,1.59,2.23,2.80,3.45,3.72
02/11/2014,0.05,0.05,0.10,0.12,0.35,0.71,1.54,2.19,2.75,3.42,3.69
02/10/2014,0.07,0.07,0.10,0.12,0.32,0.66,1.48,2.13,2.70,3.38,3.66
02/07/2014,0.10,0.08,0.09,0.12,0.30,0.66,1.47,2.13,2.71,3.39,3.67
02/06/2014,0.07,0.07,0.08,0.13,0.33,0.69,1.52,2.17,2.73,3.42,3.67
